,index,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples,Ext_Strain_mm/mm
0,27,2.7,0.001163,12.04795871370572,-0.13604857041742907,-0.627315,2.614881798171048,0.006244417694854048,11.667364989616415,,
1,28,2.8,0.004366,11.663190224075514,-0.15198412172673503,-0.615838,1.9150788310456521,0.00577258501354198,,,
2,29,2.9,0.002494,11.226957874339652,-0.1691800869476679,-0.630666,1.813986828683405,0.006384893168823353,,,
3,30,3.0,-0.002825,11.099015053099752,-0.18228549067690564,-0.635322,1.9290176989566743,0.006471531748420103,,,
4,31,3.1,0.00523,12.382057609356966,-0.18598620762636117,-0.498843,2.789896741172891,0.0058753535961480596,,,
5,32,3.2,0.008524,14.441117720969263,-0.19672671973311512,-0.531891,3.505568818339627,0.0067281974119771295,,13.722789260315293,
6,33,3.3,0.009834,16.96896665783519,-0.2130262283807965,-0.550891,4.167681776696075,0.0076369244658441165,,,
7,34,3.4,0.006125,21.005443041310848,-0.24571444884342605,-0.676386,5.564994720735876,0.009853596148058983,,,
8,35,3.5,0.00668,26.582949315222034,-0.26799889203101857,-0.579614,7.252584155049303,0.009741498645801988,,,
9,36,3.6,0.013021,32.20354208230145,-0.297690922879299,-0.563916,8.277711483741655,0.011192326211254891,,,
10,37,3.7,0.001868,39.455058058786754,-0.32313408777092784,-0.540118,10.305096368940031,0.011638338850436353,68.13582495930692,,
11,38,3.8,0.000371,47.603156899133396,-0.35804120555066277,-0.751021,12.164391631918967,0.013400812518808307,,,1.1164610291904906e-05
12,39,3.9,4.251948e-05,57.120947499381,-0.39148257539333053,-0.792647,14.480471017734748,0.014296900391212761,,,1.279551008125188e-06
13,40,4.0,0.01425,67.22705478527214,-0.4256052681380933,-0.885247,16.5522509350561,0.0153750225699669,,,0.0004288293710502558
14,41,4.1,0.013909,76.91789141805154,-0.4664934772414952,-1.121563,18.100714579716886,0.017114474872103522,,,0.00041856755943424617
15,42,4.2,0.007003,86.55689272717967,-0.5097881980296395,-1.182159,19.802501118488163,0.018598405055672586,,81.85861421962221,0.00021074330424315378
16,43,4.3,0.004278,96.73261794798547,-0.5537501414497426,-1.237342,21.86365736681043,0.019971561841709302,,,0.00012873909118266626
17,44,4.4,0.020494,107.95850653427533,-0.6080909581783875,-1.244175,24.342459242291376,0.02238769184471863,,,0.0006167318687932592
18,45,4.5,0.010134,119.33146723876808,-0.6612961129845625,-1.421566,26.443542117790223,0.023903370448390013,,,0.00030496539271742404
19,46,4.6,0.008818,130.63609088483435,-0.7120652235604017,-1.401194,28.4360224771381,0.025247908516400845,,,0.00026536262413481794
20,47,4.7,0.009817,142.30503863202452,-0.759020302543144,-1.463482,30.687272141591652,0.02637399939813422,123.04298621487516,,0.0002954258200421306
21,48,4.8,0.000281,154.7667598800175,-0.806000787530817,-1.442825,33.2720812827717,0.027789708095094796,,,8.45621426421908e-06
22,49,4.9,0.008818,167.21673962858392,-0.8588345625220122,-1.54805,35.494852985916,0.02982001203731568,,,0.00026536262413481794
23,50,5.0,0.019593,181.2964400204171,-0.9104478303728659,-1.584857,38.74365879847527,0.03128140234727656,,,0.0005896178152272044
24,51,5.1,0.012841,196.45340515744078,-0.9747635931234757,-1.702577,41.938083716601945,0.03417252482696359,,,0.0003864279265723744
25,52,5.2,0.011908,212.5497968267434,-1.0354611379453398,-1.716032,45.238958463823614,0.03572690340054169,,204.90160043449737,0.00035835088775203135
26,53,5.3,0.01844,229.30675973338816,-1.0933628128180999,-1.726409,48.533289249986574,0.037259012940114355,,,0.0005549202527836294
27,54,5.4,0.019841,246.67181923813442,-1.1570631520129284,-1.724496,51.91296694643784,0.03961221787541379,,,0.0005970809509479387
28,55,5.5,0.016002,265.22809545581026,-1.227595394294949,-1.828643,55.766707707725615,0.04224875112849835,,,0.00048155281372253987
29,56,5.6,0.018244,283.7182436112931,-1.2974938530678206,-1.902096,59.046084217684644,0.044304544086668673,,,0.0005490219681011135
30,57,5.7,0.020963,302.58867057949504,-1.3611027521913004,-1.941785,62.593235025680485,0.04574556123984352,183.9023710403514,,0.0006308456214264219
31,58,5.8,0.021527,321.05834441392506,-1.4250513944223575,-1.991069,65.71923781742694,0.04769554619319892,,,0.0006478182365332531
32,59,5.9,0.018163,339.7404631528036,-1.482725567444541,-1.909825,69.15760124554842,0.048959103219981946,,,0.0005465844116761962
33,60,6.0,0.029806,359.13142453771684,-1.5441442624603865,-1.983324,72.94490381001808,0.05108910622931087,,,0.0008969605777911526
34,61,6.1,0.022048,378.98191009836916,-1.595323901757419,-1.772796,76.70289804756706,0.05185895275353597,,,0.0006634968402046345
35,62,6.2,0.027316,398.68850207026367,-1.6462210726838706,-1.765643,80.16517511050662,0.053369365031597955,,388.80397147484877,0.0008220282876918448
36,63,6.3,0.022751,418.41404919304546,-1.690611337631336,-1.699693,83.7037021063369,0.05421567860367139,,,0.0006846524225097804
37,64,6.4,0.030243,438.3653291378896,-1.7348575268795257,-1.597921,87.37513717138818,0.05553635269334939,,,0.0009101113451700271
38,65,6.5,0.021348,458.745280527064,-1.7760510906282327,-1.430933,91.21408024481468,0.05654634366536263,,,0.000642431537767078
39,66,6.6,0.026897,480.0913926621886,-1.8199579218773092,-1.382968,95.46639578374702,0.05807177249473368,,,0.0008094191995185074
40,67,6.7,0.028708,502.06976275870613,-1.8597845156266495,-1.321198,99.6824724851912,0.05896331628046946,214.63918388582653,,
41,68,6.8,0.029427,524.1784233990758,-1.9028535111618925,-1.27836,103.69728788990496,0.06050334035510082,,,
42,69,6.9,0.02309,547.0449904279112,-1.9510182222584946,-1.33779,108.12852914332754,0.06233614204032501,,,
43,70,7.0,0.032319,570.5128828770794,-2.0006073016132104,-1.289536,112.5973288713112,0.06393560036111948,,,
44,71,7.1,0.041709,592.7492054836282,-2.0431120725808647,-1.282056,116.02570053150556,0.06468173337345773,,,
45,72,7.2,0.033781,614.834723631163,-2.0863171947006176,-1.264653,119.91061382630326,0.06603460728257599,,603.4431553606753,
46,73,7.3,0.032337,635.6758094508307,-2.12859913907187,-1.301187,123.0835419388321,0.06723755642491724,,,
47,74,7.4,0.034879,657.1654818934505,-2.1734008136227643,-1.3199,127.21946759963492,0.06877535359614806,,,
48,75,7.5,0.037584,679.2768950667504,-2.216624581159117,-1.345596,131.45464807888473,0.06995738790249775,,,
49,76,7.6,0.034891,701.5291516191074,-2.2662929865422266,-1.38356,135.49988242452443,0.07193692446584413,,,
365,392,39.2,0.096814,1291.6679006595414,-3.496399084749518,-0.354003,237.5055929776839,0.10680737285585315,,1284.5037147166754,
366,393,39.3,0.09297,1305.965322471101,-3.5177924891067986,-0.400101,240.1096793070742,0.10747144146855253,,,
367,394,39.4,0.089182,1320.191186622215,-3.5491454922191417,-0.625907,242.62349845201234,0.10916424917243456,,,
368,395,39.5,0.089731,1334.2703027301534,-3.5807827801565297,-0.731962,245.07741602390877,0.11013770689136324,,,
369,396,39.6,0.088462,1347.6045219501095,-3.616609128683235,-0.865247,247.13041929884216,0.11153099608787241,,,
370,397,39.7,0.089497,1360.6281208215069,-3.6533245204880247,-0.94448,249.32212781187923,0.11270276858260608,121.69492603884578,,
371,398,39.8,0.094003,1372.0230557296477,-3.690212371777161,-1.049833,250.6326872349183,0.11382582004213061,,,
372,399,39.9,0.099893,1382.740717521177,-3.7225485512694005,-1.047574,252.24769090355946,0.11445648510382186,,,
373,400,40.0,0.084745,1393.3316353722691,-3.7564958223352862,-1.096741,254.0863168632223,0.1155992777610593,,,
374,401,40.1,0.09137,1402.4433569801922,-3.794683015953776,-1.030522,255.05514790887452,0.11706743906108938,,,
375,402,40.2,0.091653,1410.82626355728,-3.830579582824126,-1.112492,256.22926859822115,0.11797535359614807,,1406.1986407555212,
376,403,40.3,0.082829,1418.193307112343,-3.8729782734458045,-1.225468,257.0931684532651,0.11974044538068013,,,
377,404,40.4,0.091206,1425.2814719373878,-3.921389338175575,-1.249626,258.2368839814599,0.12164962383388507,,,
378,405,40.5,0.091187,1431.827181955277,-3.965247527268268,-1.248786,259.16560013600815,0.1226269334938309,,,
379,406,40.6,0.092386,1437.7479253966264,-4.0030410909059055,-1.180656,259.9455580808533,0.12330800481492629,,,
380,407,40.7,0.097493,1443.5085329975905,-4.039544779218504,-1.156549,260.90482148928936,0.12430947938609692,59.66004258149064,,
381,408,40.8,0.099318,1449.254111283993,-4.08700427087036,-1.27676,261.92631525259935,0.12656193198916643,,,
382,409,40.9,0.096133,1454.1017812028522,-4.130179336335972,-1.303039,262.3921251275076,0.1275388805296419,,,
383,410,41.0,0.092576,1459.2866494306086,-4.174440668811409,-1.333115,263.4708602516151,0.1289525729762263,,,
384,411,41.1,0.091264,1464.0878741647202,-4.212994192008149,-1.267496,264.15843805365165,0.12968335841107434,,,
385,412,41.2,0.093782,1467.9713826890859,-4.249727565720106,-1.270479,264.44284149680556,0.13065185073728558,,1465.8586833370118,
386,413,41.3,0.097155,1472.0888270636328,-4.28245340408579,-1.157955,265.2843533348843,0.13133517905507072,,,
387,414,41.4,0.087563,1476.9254033311663,-4.31967243148985,-1.114115,266.471634066465,0.13279325910322,,,
388,415,41.5,0.091614,1480.728666950833,-4.3604651653498925,-1.168787,266.68995973442617,0.1342897080950948,,,
389,416,41.6,0.092874,1485.074562964881,-4.402186546678495,-1.224375,267.7104642173267,0.13561510683117667,,,
390,417,41.7,0.092786,1488.8289752606292,-4.448290390484639,-1.303428,268.1177197158145,0.13733222991272948,39.27746339743089,,
391,418,41.8,0.095839,1493.166856614735,-4.489449707489029,-1.160529,269.1550600404445,0.13819885645501057,,,
392,419,41.9,0.090583,1496.7084464390964,-4.524044362492163,-1.126856,269.4325991875302,0.13874604273247068,,,
393,420,42.0,0.093905,1500.070521170783,-4.560387116065831,-1.107278,269.95395551101484,0.13997123081552815,,,
394,421,42.1,0.095572,1503.3810236934164,-4.5986439400470225,-1.153069,270.5233236099429,0.14126650616912428,,,
395,422,42.2,0.097364,1506.750027209583,-4.644780814319302,-1.253498,271.15240716548254,0.14324775804995488,,1505.1361467344427,
396,423,42.3,0.091698,1510.343014863988,-4.684953153085216,-1.27008,271.8956108734945,0.14400794462834787,,,
397,424,42.4,0.089206,1513.4410557599913,-4.724011395060868,-1.233929,272.2285935682456,0.14509951850737288,,,
