,index,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples,Ext_Strain_mm/mm
0,17,1.7,-0.016087,22.917517,0.029155,0.083475,4.098488295151743,0.0008612998522895126,1.6282077500000045,,
1,18,1.8,-0.022386,25.623537,0.076029,0.258171,4.5824234132732435,0.002246056129985229,,,
2,19,1.9,-0.019276,21.774319,0.133943,0.397169,3.894042777688359,0.0039569571639586415,,,
3,20,2.0,-0.018684,18.250362,0.139028,0.418856,3.2638306776114594,0.004107178729689808,,,
4,21,2.1,-0.012613,18.093996,0.162398,0.504496,3.235866731047803,0.004797577548005908,,,
5,22,2.2,-0.009174,17.320604,0.152027,0.477636,3.097556020530429,0.004491196454948301,,17.9424035,
6,23,2.3,-0.0139,18.104652,0.165693,0.52826,3.237772412683084,0.0048949187592319055,,,
7,24,2.4,-0.022003,21.369611,0.156709,0.491589,3.821666219575442,0.004629512555391432,,,
8,25,2.5,-0.022385,24.840767,0.168072,0.564948,4.44243557415455,0.00496519940915805,,,
9,26,2.6,-0.025978,28.648608,0.179056,0.520949,5.1234164923010885,0.005289689807976366,,,
10,27,2.7,-0.026733,30.584263,0.233811,0.591966,5.469582237959833,0.006907267355982274,51.43047250000001,,
11,28,2.8,-0.025515,30.356289,0.35001,0.794642,5.428812168034765,0.010340029542097487,,,0.0007537666174298375
12,29,2.9,-0.028255,34.3044,0.463138,0.958219,6.134878480605183,0.013682067946824224,,,0.000834711964549483
13,30,3.0,-0.016842,45.52505,0.515404,1.098744,8.141540139850134,0.015226115214180205,,,0.0004975480059084195
14,31,3.1,-0.022942,59.00849,0.515428,1.035488,10.552871219843697,0.01522682422451994,,,0.0006777548005908419
15,32,3.2,-0.018701,76.864807,0.503165,1.0242,13.746232272832948,0.014864549483013292,,69.372876,0.000552466765140325
16,33,3.3,-0.028816,96.093157,0.527626,1.049629,17.184962891428366,0.015587178729689809,,,0.0008512850812407681
17,34,3.4,-0.029814,114.849569,0.557229,1.170986,20.53929377470179,0.016461713441654355,,,0.000880768094534712
18,35,3.5,-0.024598,131.432611,0.600042,1.263242,23.504946796144285,0.01772649926144756,,,0.0007266765140324962
19,36,3.6,-0.017579,148.052859,0.624303,1.297832,26.47725360802618,0.018443220088626294,,,0.0005193205317577548
20,37,3.7,-0.025606,164.338373,0.663532,1.263799,29.38969776633224,0.0196021270310192,199.82284474999994,,0.0007564549483013293
21,38,3.8,-0.021913,184.916927,0.68377,0.986971,33.06989412879803,0.0202,,,0.0006473559822747414
22,39,3.9,-0.022031,205.481237,0.746257,0.833333,36.74754314430316,0.022045997045790248,,,0.0006508419497784342
23,40,4.0,-0.019446,231.586885,0.800654,0.826727,41.41618559650911,0.023652998522895125,,,0.0005744756277695716
24,41,4.1,-0.015242,255.57928,0.86202,1.001296,45.70690130014128,0.025465878877400296,,,0.00045028064992614475
25,42,4.2,-0.012975,284.346608,0.931232,1.249099,50.85154926051111,0.027510546528803543,,269.19572074999996,0.00038330871491875924
26,43,4.3,-0.018234,305.27011,0.961314,1.265879,54.593434912459536,0.028399231905465287,,,0.0005386706056129985
27,44,4.4,-0.006911,328.042647,0.983048,1.244814,58.66599549332045,0.029041299852289513,,,0.00020416543574593794
28,45,4.5,-0.011456,351.945711,1.028126,1.248135,62.940735554482536,0.030372998522895128,,,0.0003384342688330871
29,46,4.6,-0.007413,377.023129,1.080953,1.335107,67.42549296278412,0.03193361890694239,,,0.00021899556868537666
30,47,4.7,-0.00789,404.37295,1.114083,1.317794,72.31663894701074,0.032912348596750365,258.1577165000001,,0.0002330871491875923
31,48,4.8,-0.009426,430.820805,1.169267,1.412988,77.04648049788078,0.03454259970457903,,,0.00027846381093057606
32,49,4.9,-0.005169,460.79364,1.204487,1.345083,82.40671709855678,0.03558307237813885,,,0.00015270310192023632
33,50,5.0,-0.00404,488.636844,1.239396,1.282727,87.38609796662911,0.03661435745937961,,,0.00011935007385524373
34,51,5.1,-0.001138,514.380282,1.285125,1.242466,91.98996405386553,0.03796528803545052,,,3.3618906942392906e-05
35,52,5.2,-0.003283,539.247755,1.318794,1.135599,96.43717563531662,0.03895994091580502,,527.3534372500001,9.698670605612998e-05
36,53,5.3,0.003594,567.148868,1.367407,1.186906,101.42691274567662,0.040396070901033976,,,0.00010617429837518463
37,54,5.4,0.005892,598.806106,1.397713,1.205711,107.0883820662768,0.04129137370753323,,,0.00017406203840472672
38,55,5.5,0.014487,628.756059,1.465654,1.281302,112.44452653039326,0.043298493353028066,,,0.00042797636632200886
39,56,5.6,0.010798,663.208493,1.522115,1.288088,118.6058788919291,0.044966469719350075,,,0.00031899556868537665
