,index,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples,Ext_Strain_mm/mm
0,7,0.7,0.001062,0.5869199584490427,0.003996241410588153,-0.0082,0.1611646297627606,6.572700296735904e-05,2.9793094787500185,,
1,8,0.8,-0.004297,0.9983953988921732,0.003551315293277252,0.065342,0.37366292466220574,7.237388724035609e-05,,,
2,9,0.9,-0.00333,1.2504447134944094,0.006590082352340895,0.061009,0.34665486921417904,0.00042097922848664685,,,
3,10,1.0,-0.014375,1.939232223924578,0.008146630251672067,0.049241,0.6748882007041604,0.00035721068249258155,,,
4,11,1.1,-0.005954,2.205847588517556,0.0076278787511943336,-0.022579,0.529481833766521,0.0001878635014836795,,,
5,12,1.2,-0.006957,2.4229928489411114,0.0060384848222816674,-0.011616,0.5467116444542757,6.12759643916914e-05,,2.344857745513867,
6,13,1.3,-0.015044,2.8113583206722224,-0.020805653698370237,-0.265845,0.6972058471123891,0.002608783382789317,,,
7,14,1.4,-0.012272,4.560039943337301,-0.05167689549883588,-0.406337,1.6464347729912072,0.003823590504451038,,,
8,15,1.5,-0.003753,8.028449959526643,-0.08011949678488278,-0.45402,3.07830098250659,0.0044874183976261126,,,
9,16,1.6,-0.004198,11.40183597109046,-0.09929906913205913,-0.456151,3.656344080075209,0.0043693768545994055,,,
10,17,1.7,-0.002881,11.858881407921757,-0.11553419223718508,-0.470095,2.396633117661155,0.004632700296735905,24.499374427380317,,
11,18,1.8,-0.000683,12.56110157708697,-0.12275585159798935,-0.427719,2.639062839868016,0.00417833827893175,,,2.0267062314540058e-05
12,19,1.9,-0.010295,14.22224855506212,-0.12917646542713523,-0.474142,3.387180593190658,0.004309436201780415,,,0.0003054896142433234
13,20,2.0,0.003225,17.097703253615798,-0.1340994753050966,-0.464604,4.476827222621615,0.004344421364985163,,,9.56973293768546e-05
14,21,2.1,-0.000927,22.21418260972557,-0.151202768075069,-0.583365,6.452723736843075,0.005755519287833827,,,2.750741839762611e-05
15,22,2.2,-0.003539,29.48627214980398,-0.1950651200536207,-0.906803,8.786612840789692,0.009042166172106824,,26.84423217289419,0.00010501483679525221
16,23,2.3,0.000715,38.57877067843141,-0.24157251432401478,-0.804668,11.301593946432192,0.010618427299703264,,,2.121661721068249e-05
17,24,2.4,-0.00354,50.85533277030815,-0.2926615102314391,-0.859568,15.031933860531993,0.012474302670623143,,,0.00010504451038575667
18,25,2.5,-0.004167,65.97766140736297,-0.3642807930224565,-1.15594,19.13094858891408,0.016122522255192874,,,0.00012364985163204747
19,26,2.6,-0.001009,82.48579871954499,-0.43673856644461173,-1.38679,22.81261258272042,0.018334807121661717,,,2.9940652818991093e-05
20,27,2.7,-0.005102,100.84734508538928,-0.5069018331747226,-1.554295,27.051413113605783,0.020246587537091985,178.5448644495255,,0.00015139465875370917
21,28,2.8,-0.001765,120.29802306099234,-0.5810478808390875,-1.851036,31.13877085291895,0.022742225519287833,,,5.237388724035608e-05
22,29,2.9,0.006223,141.8687381864231,-0.6503487720279197,-1.995344,36.09200648859887,0.024439198813056378,,,0.0001846587537091988
23,30,3.0,-0.000572,165.51292641887363,-0.719985694305657,-2.214283,41.40599771424358,0.026530504451038574,,,1.6973293768545993e-05
24,31,3.1,0.016937,190.57455401348116,-0.7875357816468977,-2.269509,46.67894763037106,0.02838014836795252,,,0.0005025816023738872
25,32,3.2,0.007735,218.28273486677227,-0.851473272604927,-2.103066,53.00617283267894,0.030009406528189907,,205.3890966224197,0.00022952522255192874
26,33,3.3,0.004409,247.18617119055165,-0.9110420518606621,-2.081906,58.88491253294992,0.03145293768545993,,,0.0001308308605341246
27,34,3.4,0.011197,277.7270911361083,-0.9712823227576158,-2.080146,65.2692936275323,0.03329029673590504,,,0.00033225519287833824
28,35,3.5,0.012682,310.21191795436306,-1.0328690876840114,-1.913567,72.15321664915483,0.03521768545994065,,,0.00037632047477744807
29,36,3.6,0.01803,344.4100556816879,-1.0906624912028653,-1.84211,79.24669579162749,0.03665121661721068,,,0.0005350148367952522
30,37,3.7,0.019916,378.91413577263415,-1.1411223508591894,-1.735884,85.7480019908201,0.03760451038575667,298.0227493697528,,0.0005909792284866469
31,38,3.8,0.019598,413.28164355188153,-1.1881253934708496,-1.600326,92.02020553374255,0.038742818991097924,,,0.0005815430267062314
32,39,3.9,0.020916,446.69766767991536,-1.2289284239077496,-1.515083,97.74147505023133,0.03949364985163204,,,0.0006206528189910979
33,40,4.0,0.045266,475.28816948565384,-1.2682545885055354,-1.403017,100.7879267820605,0.04055103857566766,,,0.0013432047477744805
34,41,4.1,0.074655,498.1804490611813,-1.3163555632182398,-1.420555,102.38182233773895,0.0426293175074184,,,0.002215281899109792
35,42,4.2,0.130119,514.3660913294152,-1.3608262594415999,-1.370053,102.27473262179947,0.043679614243323436,,503.41184599217246,0.0038610979228486646
36,43,4.3,0.1766,525.8126740924395,-1.4075550424582857,-1.377834,102.20080204243396,0.04523373887240356,,,0.0052403560830860535
37,44,4.4,0.212699,537.9826077803139,-1.4562401731844898,-1.362202,104.77749672805028,0.046823531157270025,,,0.006311543026706231
38,45,4.5,0.252196,549.3782344145098,-1.500548123703207,-1.256249,106.52128168261166,0.04781359050445103,,,0.0074835608308605325
39,46,4.6,0.28149,561.4354462960785,-1.5537323740737192,-1.334361,109.04873380154473,0.05005023738872403,,,0.008352818991097922
40,47,4.7,0.307005,572.3641167829132,-1.6004085529097996,-1.336485,110.54319766262972,0.050952492581602365,115.12094583136053,,
41,48,4.8,0.333792,582.7489251306523,-1.6477603949355712,-1.364051,112.20685100186179,0.05240771513353115,,,
42,49,4.9,0.36676,593.8264385218945,-1.6996665678111222,-1.477009,114.5680513926524,0.054285816023738866,,,
43,50,5.0,0.385742,603.3492075156389,-1.7463341198650872,-1.473587,115.60694759350402,0.05528198813056379,,,
