,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples
7,0.7,-0.000298,8.380567,0.03261,0.042358,1.6526132397310245,0.001022257053291536,16.596379,
8,0.8,0.001621,8.763939,0.090926,0.346471,1.7282126165920608,0.0028503448275862073,,
9,0.9,0.002807,12.448338,0.111145,0.470083,2.454760900001972,0.003484169278996865,,
10,1.0,0.000909,14.357759,0.150466,0.691822,2.8312908441955393,0.00471680250783699,,
11,1.1,0.007995,15.056783,0.205463,0.834831,2.96913549328548,0.006440846394984327,,
12,1.2,0.000285,17.657372,0.23967,0.938166,3.481960915777641,0.007513166144200627,,16.990565999999998
13,1.3,0.00439,20.89035,0.299993,1.284023,4.119490840251622,0.009404169278996866,,
14,1.4,-0.001411,22.443865,0.333015,1.393826,4.425837589477627,0.010439341692789969,,
15,1.5,0.00525,26.346024,0.397128,1.629576,5.195327246554002,0.012449153605015674,,
16,1.6,0.004873,18.475505,0.401454,1.654259,3.6432933683027344,0.012584764890282131,,
17,1.7,-0.003692,15.694743,0.403083,1.554475,3.0949385734850425,0.012635830721003136,15.85961125,
18,1.8,0.000411,16.498257,0.410434,1.340137,3.253388219518447,0.012866269592476491,,
19,1.9,-0.001871,22.471126,0.411234,1.260563,4.431213346216797,0.012891347962382445,,
20,2.0,-0.00074,25.541726,0.312848,0.695862,5.036722998954861,0.009807147335423198,,
21,2.1,0.01013,31.055136,0.281873,0.319295,6.1239447062767445,0.008836144200626958,,
22,2.2,0.008773,34.039474,0.270134,0.139493,6.712443848474689,0.008468150470219435,,32.85017725
23,2.3,0.007023,40.764373,0.277297,-0.091596,8.038566188795329,0.008692695924764892,,
24,2.4,0.007796,48.18996,0.325543,-0.024642,9.502861312141349,0.01020510971786834,,
25,2.5,0.010621,53.216072,0.392095,-0.02556,10.493989864132041,0.01229137931034483,,
26,2.6,0.014324,63.601042,0.457956,0.223178,12.541863106623808,0.014355987460815046,,
27,2.7,0.007741,69.194792,0.485848,0.352812,13.644927530516062,0.015230344827586208,75.1154025,
28,2.8,0.015808,77.141854,0.487406,0.315202,15.212055372601602,0.015279184952978057,,
29,2.9,0.009546,83.116527,0.486808,0.312254,16.390236240657845,0.015260438871473355,,
30,3.0,0.006339,92.017427,0.483631,0.697969,18.145457001439528,0.015160846394984325,,
31,3.1,0.008553,103.099936,0.519503,0.977042,20.330882057147363,0.0162853605015674,,
