,index,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples,Ext_Strain_mm/mm
0,17,1.7,0.005075,10.663360331377332,0.07837235721779402,0.343902,4.605617647058824,0.0026853372434017596,7.692063587555296,,
1,18,1.8,-0.000978,10.495491665269522,0.08253682658413859,0.304647,4.2948934356351245,0.0027257478005865104,,,
2,19,1.9,-0.001375,10.497126046621087,0.09035116184581328,0.414961,4.4762199488491055,0.0032224926686217005,,,
3,20,2.0,0.001007,11.250338604729347,0.10162682988986663,0.417276,5.598196930946292,0.003806920821114369,,,
4,21,2.1,0.009922,14.454527860520962,0.12868659277847616,0.631168,9.575874254049447,0.005757653958944281,,,
5,22,2.2,0.001162,18.733635900372114,0.16644870912748294,0.816209,12.545356351236148,0.007649677419354838,,17.018551573614914,
6,23,2.3,0.000761,23.635703928837223,0.2057647922339164,0.97101,15.298752770673488,0.008916568914956012,,,
7,24,2.4,-0.00077,27.809263663455162,0.245113423024226,0.968544,16.30143350383632,0.010072873900293254,,,
8,25,2.5,0.009319,32.88062747389654,0.28135701644587574,1.121528,19.41987936913896,0.010908093841642229,,,
9,26,2.6,0.005157,38.463461909926096,0.3154327260327684,1.172984,22.34464961636829,0.011748445747800585,,,
10,27,2.7,0.00575,42.547833078518636,0.35017423288054883,1.346071,22.488815430520038,0.012816070381231672,56.2775253359499,,
11,28,2.8,-0.002149,48.04495877037046,0.38614902348610625,1.505943,26.337499147485087,0.013961466275659824,,,6.302052785923752e-05
12,29,2.9,0.00906,53.922185693121754,0.42082444534721875,1.557979,29.247763427109977,0.014883079178885629,,,0.0002656891495601173
13,30,3.0,0.001585,62.03507720937268,0.45966260381944196,1.674834,35.088365728900264,0.016327214076246332,,,4.648093841642229e-05
14,31,3.1,0.00182,70.40084857812334,0.49890757415674425,1.581587,38.9238179880648,0.017507917888563047,,,5.3372434017595304e-05
15,32,3.2,0.001836,77.03439841294525,0.5373748386833888,1.469656,39.90548721227622,0.01857897360703812,,73.29607690956482,5.3841642228739e-05
16,33,3.3,0.00551,83.71398343781803,0.5687983133452776,1.353366,42.80176726342712,0.01898407624633431,,,0.00016158357771260996
17,34,3.4,0.006343,89.2739724555843,0.6005050809609126,1.320471,43.97866368286446,0.01993466275659824,,,0.00018601173020527857
18,35,3.5,-0.002356,95.93280918256022,0.6328604864006518,1.343447,47.98802259164536,0.02093105571847507,,,6.909090909090908e-05
19,36,3.6,0.013541,104.86333084468586,0.6646212045718942,1.341969,54.21553069053709,0.021818856304985337,,,0.00039709677419354835
20,37,3.7,0.012333,116.23417288906134,0.6984154318370672,1.360752,61.66294884910487,0.02295897360703812,98.78565616025688,,0.0003616715542521994
21,38,3.8,0.00958,128.40741063504382,0.739003308455048,1.43018,67.70695012787725,0.024647302052785924,,,0.0002809384164222874
22,39,3.9,0.012929,140.723194739317,0.7720637917536057,1.368211,73.10854859335039,0.025064956011730203,,,0.000379149560117302
23,40,4.0,0.014157,153.89012767094073,0.803504422681147,1.281187,79.62807331628305,0.025868211143695013,,,0.00041516129032258064
24,41,4.1,0.006605,166.64809262210053,0.8338560162008193,1.230626,84.630436913896,0.026678445747800584,,,0.00019369501466275657
25,42,4.2,0.0075,179.48856215864322,0.8693014401434423,1.269557,90.19170332480819,0.028091348973607037,,172.0817330698217,0.000219941348973607
26,43,4.3,0.005052,188.3001498276023,0.9055078858167445,1.366089,89.6543559249787,0.02920891495601173,,,0.0001481524926686217
27,44,4.4,0.014213,199.60252530543022,0.9440410612976746,1.416277,97.12636999147486,0.030509501466275655,,,0.0004168035190615836
28,45,4.5,0.013901,212.56915693245014,0.9856319009269103,1.475033,104.42699744245526,0.0319533431085044,,,0.0004076539589442815
29,46,4.6,0.014248,227.36228152317867,1.0256013578049359,1.506154,112.67906777493609,0.03300659824046921,,,0.0004178299120234604
30,47,4.7,0.011668,242.0102268022705,1.0640252555749543,1.478275,118.76815430520035,0.03402008797653959,146.9078566689054,,0.00034217008797653956
31,48,4.8,0.024175,257.7765297159075,1.10827975398211,1.481519,126.68042924126175,0.03574533724340176,,,0.0007089442815249266
32,49,4.9,0.015159,274.2731606542196,1.146393824272936,1.528241,134.49051065643653,0.036412873900293255,,,0.0004445454545454545
33,50,5.0,0.015921,292.1107358958712,1.1804913030520972,1.504317,143.52287894288153,0.0371183284457478,,,0.00046689149560117304
34,51,5.1,0.01332,310.10023392562226,1.2179077878943552,1.579859,151.35293222506397,0.03845891495601173,,,0.0003906158357771261
35,52,5.2,0.008018,328.16787166115876,1.2548204199245394,1.530858,159.1376666666667,0.039504457478005864,,318.9895897387271,0.00023513196480938418
36,53,5.3,0.019448,345.57951747225627,1.287439728517528,1.465625,165.86045694799662,0.040146275659824045,,,0.0005703225806451612
37,54,5.4,0.025267,363.0907170516116,1.3207758060839487,1.432818,173.43082523444164,0.041176422287390026,,,0.0007409677419354839
38,55,5.5,0.010337,379.91497675115113,1.3542892900599632,1.367067,179.87025831202047,0.04217222873900293,,,0.00030313782991202347
39,56,5.6,0.018654,395.56086996510794,1.385932064328545,1.330719,185.2837182438193,0.04296302052785923,,,0.0005470381231671554
40,57,5.7,0.022419,410.9496396893628,1.4165343316632464,1.318842,191.56929411764708,0.04378416422287389,168.1783251062085,,
41,58,5.8,0.023056,427.465433492402,1.440603379759462,1.115291,199.81028047740838,0.04401102639296188,,,
42,59,5.9,0.016613,444.2591699231443,1.4707875569710442,1.184837,207.2649236999148,0.04534451612903226,,,
43,60,6.0,0.024744,461.14552594510315,1.5062611121221745,1.286163,214.561558397272,0.04677258064516129,,,
44,61,6.1,0.019565,478.1267571036451,1.5355753658015534,1.173464,221.90103793691392,0.04718067448680352,,,
45,62,6.2,0.029672,495.5062733597465,1.5678644041439669,1.19013,229.73361636828648,0.04834565982404692,,487.1679148449356,
46,63,6.3,0.033325,513.8931029712476,1.6034491458171192,1.272298,238.64457672634276,0.049630821114369505,,,
47,64,6.4,0.025648,531.1505258366054,1.6280873898693708,1.116709,244.79713682864454,0.0495508211143695,,,
48,65,6.5,0.032332,548.4356538832895,1.657319278478122,1.154531,252.19457544757034,0.050744838709677415,,,
49,66,6.6,0.034392,564.329024488064,1.6862714846272302,1.158918,257.4861257459506,0.0515733724340176,,,
315,332,33.2,0.129274,1129.7703932850818,5.539413601158861,0.627086,486.7808188405798,0.1645058357771261,,1126.4021220987895,
316,333,33.3,0.115153,1131.8282506322012,5.563805715113472,0.784527,484.6431773231032,0.16494973607038124,,,
317,334,33.4,0.120767,1133.3823995944294,5.588271510795337,0.923239,484.76887127024725,0.16567260997067448,,,
318,335,33.5,0.121007,1135.6785062817353,5.615433079139526,1.006615,486.5382664109123,0.1666667741935484,,,
319,336,33.6,0.117547,1139.3202702012395,5.640707342242519,1.072942,489.5245865302644,0.16726958944281523,,,
320,337,33.7,0.118979,1141.8092870008854,5.671777530173228,1.159857,489.35713086104016,0.1686056598240469,19.817425965325356,,
321,338,33.8,0.124717,1144.338518429204,5.7050270929808775,1.247201,490.4780890878091,0.16974049853372433,,,
322,339,33.9,0.110476,1145.5663205922885,5.728032209272055,1.064507,489.61458908780907,0.1696640762463343,,,
323,340,34.0,0.118903,1145.5957641373489,5.752331006622896,1.075104,488.3501163682865,0.170471495601173,,,
324,341,34.1,0.118075,1145.0050203838205,5.775901576159212,1.029667,487.4374087809037,0.17110932551319646,,,
325,342,34.2,0.124871,1145.682486845586,5.800159125828008,0.995644,489.07764407502134,0.17187105571847505,,1146.2195480641149,
326,343,34.3,0.127482,1148.5949208897043,5.830444232734292,1.096484,492.7007698209719,0.17320108504398826,,,
