,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples
37,3.7,-0.00594,18.096873,0.624371,1.378675,3.3412490306857205,0.018428896103896104,29.1537285,
38,3.8,0.001555,22.469503,0.691833,1.237551,4.148573354012038,0.020420100354191263,,
39,3.9,0.012746,21.629806,0.79519,1.516544,3.993539012591854,0.02347077922077922,,
40,4.0,0.012651,23.108057,0.949088,1.927072,4.266470403604003,0.028013223140495865,,
41,4.1,0.000661,28.831467,1.070746,2.257851,5.323190982607732,0.031604073199527745,,
42,4.2,0.000594,44.3624,1.086482,2.291803,8.19068719766626,0.0320685360094451,,39.2923585
43,4.3,-0.002818,60.86751,1.106282,2.317322,11.23804697020051,0.03265295159386068,,
44,4.4,0.003376,80.334081,1.075826,2.115317,14.832185111332668,0.03175401416765053,,
45,4.5,0.007703,99.533532,1.093362,1.88185,18.377004541929765,0.03227160566706021,,
46,4.6,0.00943,115.846774,1.108191,1.675697,21.388939477862706,0.03270929752066115,,
47,4.7,0.008309,136.640839,1.1135,1.440995,25.228174550422807,0.03286599763872491,178.22408025,
48,4.8,0.01241,153.717988,1.137036,1.310207,28.38115062220745,0.033560684769775674,,
49,4.9,0.011704,174.123676,1.150151,1.045584,32.14867914774196,0.03394778630460448,,
50,5.0,0.006071,188.35271,1.175953,0.683015,34.77580406927366,0.034709356552538366,,
51,5.1,0.006433,206.810813,1.207055,0.403998,38.18374746131975,0.035627361275088545,,
52,5.2,0.013298,225.058628,1.225023,0.406109,41.55286510837857,0.036157703659976385,,217.51643875
53,5.3,0.012508,249.843604,1.261794,0.452454,46.128947232376944,0.037243034238488786,,
54,5.4,0.00998,272.96589,1.282719,0.600605,50.39804475462501,0.03786065525383707,,
55,5.5,0.018667,302.116745,1.330608,0.68563,55.78020475610206,0.0392741440377804,,
56,5.6,0.013227,328.561536,1.365648,0.758002,60.662740666888226,0.04030838252656434,,
57,5.7,0.019683,355.05827,1.399282,0.831077,65.55486688083896,0.041301121605667054,258.27624749999995,
58,5.8,0.016517,379.408543,1.437652,0.880057,70.05068922861047,0.0424336481700118,,
59,5.9,0.020362,406.147368,1.477026,0.957785,74.98751301650603,0.043595808736717825,,
60,6.0,0.023393,435.037569,1.518163,0.9964,80.32154813337765,0.04481000590318772,,
61,6.1,0.021872,462.873044,1.552106,1.009927,85.4608478268897,0.04581186540731995,,
62,6.2,0.015356,488.918856,1.596926,1.08721,90.26971972969979,0.04713476977567887,,475.79268625
63,6.3,0.034947,516.341276,1.630559,1.080712,95.33275654517928,0.048127479338842975,,
64,6.4,0.033164,545.737148,1.657099,1.092504,100.76015435175955,0.04891083234946871,,
65,6.5,0.025948,575.583794,1.709091,1.114141,106.27077914404934,0.05044542502951593,,
66,6.6,0.04094,602.709894,1.737613,1.082798,111.27910601528747,0.051287278630460446,,
67,6.7,0.040855,632.891378,1.77758,1.108709,116.85155237989736,0.052466942148760326,289.95788025,
68,6.8,0.050284,667.509155,1.810532,1.091023,123.24307724973228,0.05343955135773317,,
69,6.9,0.0481,695.167837,1.840798,1.063869,128.34973542335953,0.05433288075560802,,
70,7.0,0.044922,722.957316,1.870352,1.035498,133.48054281599644,0.0552051948051948,,
71,7.1,0.058473,753.311051,1.898395,1.015154,139.084792105166,0.05603291027154663,,
72,7.2,0.058704,778.913279,1.936782,0.988724,143.81176452125106,0.0571659386068477,,765.7505665
73,7.3,0.064348,807.82062,1.965808,0.98303,149.14896421845575,0.058022668240850055,,
74,7.4,0.063402,839.750322,1.995943,0.998076,155.0441863298992,0.05891213105076741,,
75,7.5,0.062924,869.858546,2.016423,0.898382,160.60310660610762,0.05951661747343565,,
76,7.6,0.059831,901.728575,2.061126,0.947952,166.48731121450464,0.060836068476977555,,
77,7.7,0.073339,937.151054,2.099031,0.939845,173.02740925372032,0.06195487012987013,313.33858425000034,
78,7.8,0.070213,968.95802,2.126851,0.926819,178.8999704589934,0.06277600354191262,,
79,7.9,0.08203,999.993001,2.154275,0.921658,184.62999907684355,0.06358544864226683,,
80,8.0,0.089868,1029.155731,2.179673,0.898863,190.01435157490494,0.06433509445100355,,
81,8.1,0.082245,1060.153547,2.190867,0.86217,195.73751837081346,0.06466549586776858,,
82,8.2,0.08568,1095.638696,2.218235,0.828081,202.28918725305564,0.0654732880755608,,1079.08915075
83,8.3,0.086525,1131.408629,2.230786,0.778889,208.8934361729626,0.06584374262101535,,
84,8.4,0.09538,1160.500149,2.266061,0.787128,214.2646410767697,0.0668849173553719,,
85,8.5,0.114026,1184.287454,2.299021,0.823606,218.6565219157343,0.0678577626918536,,
86,8.6,0.115268,1193.108696,2.336752,0.807366,220.28519921716332,0.06897142857142857,,
87,8.7,0.117174,1200.675156,2.34767,0.734011,221.68220449761827,0.06929368358913812,165.91671874999975,
88,8.8,0.132328,1212.299317,2.365653,0.698327,223.82838835345814,0.06982446871310508,,
89,8.9,0.138589,1222.983472,2.393748,0.697209,225.8010176876777,0.07065371900826446,,
90,9.0,0.157238,1233.070385,2.401538,0.655329,227.66337746021196,0.0708836481700118,,
91,9.1,0.166728,1241.685823,2.450197,0.752019,229.254056903364,0.0723198642266824,,
92,9.2,0.187756,1250.460252,2.504843,0.838719,230.8740910601529,0.07393279220779221,,1245.0058694999998
93,9.3,0.216011,1254.807018,2.523893,0.857666,231.67664007976072,0.07449507083825266,,
