,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples
17,1.7,0.000841,15.874676,0.206724,0.605541,3.007250890353868,0.006207927927927928,12.015247749999999,
18,1.8,-0.000727,17.648743,0.276944,0.74197,3.3433248086686365,0.008316636636636638,,
19,1.9,0.00255,17.32504,0.322234,0.881394,3.282003485640676,0.009676696696696699,,
20,2.0,-0.004018,20.21821,0.41816,1.155928,3.8300769114192614,0.012557357357357357,,
21,2.1,-0.002587,21.962676,0.587018,1.646406,4.160543305296658,0.01762816816816817,,
22,2.2,-0.002408,24.603515,0.724899,2.02108,4.660815905129954,0.02176873873873874,,23.31835025
23,2.3,0.005995,26.489,0.881279,2.457864,5.017996514359324,0.02646483483483484,,
24,2.4,0.003107,29.765088,0.989906,2.613433,5.6386087747215266,0.029726906906906908,,
25,2.5,0.000852,38.441191,1.083943,2.769012,7.2821836402212625,0.032550840840840846,,
26,2.6,0.013061,59.790933,1.083298,2.698008,11.32661457149352,0.03253147147147148,,
27,2.7,0.01315,77.722534,1.084266,2.491913,14.723523149200574,0.03256054054054054,147.41989125,
28,2.8,0.014153,100.505159,1.093861,2.316316,19.03939512768053,0.03284867867867868,,
29,2.9,0.014565,122.575833,1.119344,2.256472,23.220397249374855,0.033613933933933936,,
30,3.0,0.018083,140.97234,1.135192,2.043198,26.705376221868605,0.03408984984984985,,
31,3.1,0.012589,159.53961,1.155477,1.620085,30.222704023641736,0.03469900900900901,,
32,3.2,0.011259,180.231876,1.17626,1.29381,34.142584678335986,0.03532312312312313,,170.73824150000002
33,3.3,0.016386,202.20914,1.196154,0.896693,38.30589149049026,0.035920540540540544,,
34,3.4,0.011606,227.006371,1.241904,0.731313,43.0034043722058,0.03729441441441442,,
35,3.5,0.015245,253.693415,1.272496,0.528219,48.058917746457524,0.0382130930930931,,
36,3.6,0.012442,285.868406,1.320552,0.6713,54.15405129953777,0.03965621621621622,,
37,3.7,0.018582,312.315472,1.328228,0.687956,59.164103963021894,0.03988672672672673,269.8360359999999,
38,3.8,0.021026,336.665274,1.383511,0.815062,63.77685724028188,0.04154687687687688,,
