,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm
0,0.0,-0.000273,2.389959,-0.003076,-0.022448,0.4274118783196523,9.087149187592319e-05
1,0.1,-0.00491,2.7396844285714286,-0.007340571428571429,-0.041152,0.6463147164547454,0.0005318168389955687
2,0.2,-9.588697e-05,2.663601163265306,-0.006906122448979592,-0.009173,0.4423329220094068,0.00017193500738552436
3,0.3,0.000483,2.3709742594752186,-0.00805065889212828,-0.028048,0.2931857932292505,0.0003223633677991137
4,0.4,-0.000703,2.523508185339442,-0.006090756351520199,-0.009445,0.5194919255324856,3.518463810930576e-05
5,0.5,-0.000534,2.308006418099602,-0.0014219688225144285,0.032622,0.31640681724699105,0.0003028064992614476
6,0.6,0.012714,2.20562315578543,0.002391450841061122,0.072657,0.3486712448808055,0.0003522895125553914
7,0.7,0.00464,2.4107645398467357,0.0026278934579008015,-0.02099,0.5228495806284313,9.5096011816839e-05
8,0.8,-0.005212,2.6662800998905256,0.003228495327072001,0.044813,0.5910669384981311,0.0001397341211225997
9,0.9,0.000242,2.902004071350375,0.003040353805051429,0.020457,0.6243743405404438,7.592319054652879e-05
10,1.0,-0.005023,2.936512050964554,0.007469109860751021,0.060514,0.5405837223026986,0.0005477400295420974
11,1.1,-0.000508,2.152102036403253,0.003651649900536444,0.037103,0.034171539961013644,0.00017406203840472672
12,1.2,0.006405,1.2836088831451808,0.0009080356432403175,0.004625,0.15873956041990805,0.00017580502215657311
13,1.3,-0.003168,1.479590059389415,-0.0033196888262569156,-0.013641,0.35222615662499773,0.0004103101920236337
14,1.4,-0.002182,1.6734291852781538,-0.0032320634473263685,-0.005688,0.3859339735679668,8.901033973412111e-05
15,1.5,-0.000625,2.068812275198681,-0.002830616748090263,-0.034746,0.5467514351628305,5.397341211225997e-05
16,1.6,0.007093,2.250170767999058,-0.0065852976772073305,-0.084263,0.48349643221202854,0.0004718463810930576
17,1.7,0.005008,1.3836305485707556,-0.006829784055148093,-0.027807,0.1399788972942039,0.00021982274741506644
18,1.8,0.005817,1.6368989632648256,-0.005034988610820066,-0.021627,0.40597135039433446,1.6189069423929096e-05
19,1.9,-0.000628,1.6626918309034469,-0.0019981347220143332,0.011508,0.308881735429297,0.00016525849335302805
20,2.0,-0.003868,1.9151275935024619,-0.005585810515724523,-0.094083,0.45535651054241105,0.00042998522895125555
21,2.1,-0.000564,2.413578281073187,-0.001446436082660374,0.035358,0.6544887958939142,0.0002629837518463811
22,2.2,-0.009839,2.294201343623705,0.0010165456552425896,0.042229,0.35691453404152584,0.00021193500738552436
23,2.3,-0.005827,2.662080102588361,-0.0011527531033981501,0.024181,0.6405524259169841,0.0001942688330871492
24,2.4,-0.004956,2.1769972161345437,-0.003385395073855821,-0.018469,0.17245023874671386,0.000264903988183161
25,2.5,-0.004026,1.8582722972389596,-0.001297567909897015,0.018151,0.1898277804603251,0.00011586410635155097
26,2.6,-0.0064,2.387439926599257,0.0005385943500735605,0.063612,0.6635475794481105,0.00015152141802067946
27,2.7,-0.007259,2.686518518999469,-0.0017472897499474565,-0.00189,0.6141629558095033,0.00022044313146233382
28,2.8,-0.009151,2.409988084999621,-0.0032909212499624687,-0.016744,0.30735947922814166,0.00021122599704579025
29,2.9,-0.00352,3.0805543464283005,0.005816199107169665,0.055263,0.8507198168714344,0.0008444313146233382
30,3.0,-0.008859,3.6067176760202146,0.024462142219406905,0.25922,0.8802557361804101,0.0020997636632200884
31,3.1,-0.01157,5.4482820543001536,0.0421672444424335,0.226503,1.7976989108857773,0.002553323485967504
32,3.2,-0.007382,8.830534038785824,0.05185517460173822,0.20241,3.091396891821807,0.0022474150664697195
33,3.3,-0.008033,11.66286402770416,0.05553055328695587,0.213629,3.3520555466137307,0.0019119350073855243
34,3.4,-0.000434,12.256181448360115,0.06122010949068277,0.247616,2.4571194806588337,0.0022287740029542096
35,3.5,-0.003959,12.779808463114367,0.0694572210647734,0.249294,2.5196051290305275,0.0026602658788774003
36,3.6,-0.00973,15.34585804508169,0.06945258647483814,0.190379,3.8916576354239316,0.0020514327917282127
37,3.7,-0.010565,20.86716774648692,0.07375927605345581,0.27654,6.200340147003595,0.0024970753323485966
38,3.8,-0.006862,28.832975818919227,0.07147748289532557,0.212467,8.717831071051737,0.0019430723781388478
39,3.9,0.000343,38.61098215637088,0.07437934492523254,0.171839,11.276713342990503,0.002411639586410635
40,4.0,-0.00129,49.383966683122054,0.07642296066088039,0.025276,13.648162097394351,0.002408626292466765
