,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples
47,4.7,-0.00365,23.999019,0.641547,,5.750196233467511,0.01915065671641791,11.4088895,
48,4.8,0.007712,23.613674,0.632247,,5.657867069196857,0.018873044776119403,,
49,4.9,-0.0023,26.641805,0.625507,,6.38341120375695,0.018671850746268658,,
50,5.0,-0.001708,27.508805,0.640332,,6.591145533831704,0.019114388059701493,,
51,5.1,0.007613,28.671932,0.656702,,6.8698322790876,0.019603044776119405,,
52,5.2,0.002282,29.919584,0.647332,,7.1687713245160065,0.01932334328358209,,28.701456
53,5.3,0.003536,28.705503,0.680287,,6.877875934445084,0.020307074626865672,,
54,5.4,0.005412,28.531942,0.669364,,6.8362904926202805,0.019981014925373134,,
55,5.5,0.006525,32.76974,0.67489,,7.85167241709795,0.02014597014925373,,
56,5.6,0.004474,32.300055,0.667062,,7.739135278895918,0.01991229850746269,,
57,5.7,0.011483,33.443905,0.684157,,8.01320322982557,0.020422597014925374,12.206396750000003,
58,5.8,-0.003654,36.867989,0.694488,,8.833618219283114,0.020730985074626864,,
59,5.9,0.000534,39.088172,0.730172,,9.365576959938663,0.021796179104477613,,
60,6.0,0.003598,38.569976,0.737835,,9.241416522905885,0.02202492537313433,,
61,6.1,0.005532,41.776634,0.787262,,10.00973595936362,0.023500358208955224,,
62,6.2,-0.00818,42.400461,0.800511,,10.159205721679127,0.023895850746268654,,40.90785275
63,6.3,-0.003192,40.88434,0.822171,,9.795941153919879,0.02454241791044776,,
64,6.4,0.002077,45.211122,0.841365,,10.83264376078206,0.02511537313432836,,
65,6.5,0.00205,45.864346,0.837375,,10.98915708261453,0.024996268656716416,,
66,6.6,0.009896,47.108062,0.875915,,11.287153057312633,0.026146716417910446,,
67,6.7,-0.000226,51.201907,0.884692,,12.268043655357486,0.026408716417910448,20.06041975,
68,6.8,0.001588,51.912647,0.901402,,12.4383378857581,0.026907522388059702,,
69,6.9,-0.003027,55.185068,0.919718,,13.222414222733374,0.027454268656716418,,
70,7.0,0.001944,58.640701,0.930694,,14.050388393712863,0.027781910447761196,,
71,7.1,-0.000848,59.557709,0.924607,,14.2701047057696,0.02760020895522388,,
72,7.2,0.006675,61.444011,0.927007,,14.722065123634275,0.027671850746268656,,60.968272500000005
73,7.3,-0.007222,64.230669,0.974162,,15.389752012650952,0.029079462686567165,,
74,7.4,-0.000725,66.896424,0.988554,,16.028470385278897,0.029509074626865674,,
75,7.5,0.005209,67.400723,1.004414,,16.149301082997894,0.029982507462686565,,
76,7.6,-0.000751,73.354223,1.024272,,17.575767442974893,0.030575283582089555,,
77,7.7,-0.001162,73.137347,1.045604,,17.523803670691972,0.031212059701492538,26.178448750000033,
