,Time_s,Ext_Disp_mm,Force_N,Globe_Disp_1_mm,Globe_Disp_2_mm,Stress_Mpa,Strain_mm/mm,DerivitiveForce,AveragedSamples
27,2.7,0.003178,17.123161,0.428363,0.838215,3.997003034547152,0.012914169430208018,12.64942275,
28,2.8,0.00055,21.611841,0.476523,0.941987,5.044780812324929,0.014366083810672293,,
29,2.9,7.951145e-05,24.623252,0.484229,0.927046,5.7477245564892625,0.014598402170636116,,
30,3.0,0.005226,25.980559,0.504042,0.912879,6.064556255835668,0.015195719023213747,,
31,3.1,-0.00025,23.888202,0.495196,0.717895,5.576144257703081,0.014929032258064516,,
32,3.2,-0.005666,18.483342,0.511589,0.671468,4.314505602240897,0.015423243895085918,,21.15865625
33,3.3,-0.005831,16.282522,0.503405,0.630067,3.8007754435107377,0.015176514923123304,,
34,3.4,-0.00311,16.316023,0.5013,0.521074,3.8085954715219428,0.015113053964425685,,
35,3.5,-0.008984,18.379401,0.50971,0.511048,4.29024299719888,0.015366596321977689,,
36,3.6,-0.005073,18.859931,0.521221,0.458432,4.402411531279179,0.015713626771178775,,
37,3.7,-0.003805,19.356321,0.513595,0.281049,4.518282212885155,0.015483720229122701,11.925405749999996,
38,3.8,0.004433,29.292404,0.518016,0.137563,6.837629318394025,0.015617003316249623,,
39,3.9,-0.006881,27.337547,0.519819,0.120078,6.381313492063493,0.015671359662345494,,
40,4.0,-0.005033,31.200936,0.515954,0.038523,7.283131652661065,0.015554838709677419,,
41,4.1,-0.001937,31.860248,0.512725,0.062905,7.437032679738562,0.01545749170937594,,
42,4.2,-0.004881,33.869004,0.515081,0.00685,7.905929971988795,0.015528519746759119,,33.084061999999996
43,4.3,0.008587,35.40606,0.503754,-0.002244,8.26471988795518,0.015187036478745855,,
44,4.4,-0.003946,37.36152,0.537985,0.118133,8.721176470588235,0.016219023213747363,,
45,4.5,-0.009502,36.865136,0.535474,0.084389,8.605307189542485,0.016143322279167923,,
46,4.6,-0.00575,41.712053,0.547173,0.079205,9.73670704948646,0.016496020500452215,,
47,4.7,-0.009674,44.522798,0.560225,0.154108,10.392809990662933,0.016889508592101296,19.948304000000007,
48,4.8,0.002736,44.610964,0.569455,0.161772,10.413390289449113,0.01716777208320772,,
49,4.9,0.00723,47.32826,0.612481,0.287678,11.047679738562092,0.01846490804944227,,
50,5.0,-0.006608,50.295608,0.658135,0.451307,11.740338001867414,0.019841272233946338,,
51,5.1,0.003949,51.795212,0.668393,0.498422,12.090385620915033,0.02015052758516732,,
52,5.2,-0.005419,55.526246,0.697381,0.582423,12.961308590102709,0.021024449804039794,,53.032366
53,5.3,0.001552,54.512398,0.700577,0.62621,12.72464939309057,0.021120801929454324,,
54,5.4,-0.000515,56.424581,0.732906,0.624496,13.17100396825397,0.022095447693699123,,
55,5.5,0.000794,62.823513,0.781471,0.788329,14.664685574229692,0.023559571902321375,,
56,5.6,-0.002618,62.093778,0.7944,0.791071,14.494345938375352,0.02394935182393729,,
57,5.7,-0.001151,65.476355,0.830708,0.865108,15.283929738562092,0.025043955381368707,20.723574250000006,
58,5.8,-0.003239,68.348913,0.853575,0.907884,15.954461484593837,0.025733343382574613,,
59,5.9,-0.00167,68.101356,0.886827,0.881915,15.89667507002801,0.026735815495930057,,
60,6.0,-0.005695,71.558507,0.918761,0.839678,16.703666433239963,0.027698552909255353,,
61,6.1,0.001894,73.352801,0.950682,0.90091,17.122502567693743,0.028660898402170634,,
62,6.2,-0.007122,75.455718,0.993699,0.944921,17.61337955182073,0.029957763038890563,,73.75594025000001
63,6.3,0.000573,74.656735,1.004917,0.976648,17.426875583566762,0.030295960205004524,,
64,6.4,-0.002512,78.229281,1.03839,0.981705,18.260803221288516,0.03130509496533011,,
65,6.5,-0.006591,81.315351,1.058333,0.892562,18.9811743697479,0.031906331022007836,,
66,6.6,-0.003744,82.505933,1.085691,0.932285,19.259088001867415,0.032731112451009944,,
67,6.7,0.000446,85.970132,1.09626,0.857668,20.067724556489264,0.0330497437443473,26.23079849999999,
68,6.8,0.009094,89.72225,1.101836,0.79415,20.94356909430439,0.03321784745251734,,
69,6.9,-0.004696,93.104631,1.130337,0.779456,21.733107142857143,0.03407708772987639,,
70,7.0,-0.006887,95.031439,1.11703,0.648943,22.182875583566762,0.03367591196864637,,
71,7.1,-0.005445,97.827165,1.136821,0.591601,22.83547268907563,0.03427256557129937,,
72,7.2,-0.004682,102.692189,1.162429,0.546601,23.97109920634921,0.035044588483569485,,99.98673875
73,7.3,-0.004655,104.396162,1.194142,0.608084,24.368852007469656,0.03600066324992463,,
74,7.4,-0.001045,110.384953,1.218782,0.57472,25.766795751633985,0.036743503165511004,,
75,7.5,-0.005941,113.693037,1.270989,0.680581,26.538990896358545,0.03831742538438347,,
76,7.6,0.006506,115.497224,1.275936,0.609828,26.960136321195147,0.03846656617425384,,
77,7.7,-0.002657,117.326156,1.320758,0.710529,27.387057889822596,0.03981784745251733,32.94906075000003,
78,7.8,0.001959,120.687907,1.3339,0.750294,28.17178034547152,0.040214048839312636,,
79,7.9,-0.000633,124.851948,1.350266,0.70647,29.143778711484593,0.04070744648779017,,
80,8.0,-0.002763,126.584569,1.385522,0.855299,29.548218720821662,0.041770334639734695,,
81,8.1,-0.000135,132.527947,1.400509,0.84177,30.935561858076568,0.042222158577027435,,
82,8.2,-0.010996,134.310703,1.414464,0.810331,31.35170471521942,0.04264287006331022,,132.9357995
83,8.3,-0.004637,138.319979,1.446631,0.809288,32.28757679738562,0.043612631896291824,,
84,8.4,0.001739,137.646619,1.439613,0.716357,32.13039659197012,0.043401055170334636,,
85,8.5,-0.005014,144.093739,1.470076,0.636846,33.63532656395892,0.04431944528188121,,
86,8.6,-0.002056,147.682091,1.483309,0.665742,34.47294374416434,0.044718390111546574,,
87,8.7,-0.00262,153.120287,1.525425,0.659235,35.74236391223156,0.04598809164908049,36.811294000000004,
88,8.8,0.005625,157.230046,1.536998,0.654336,36.70169140989729,0.046336991257160086,,
89,8.9,-0.001537,160.95873,1.539543,0.604898,37.57206582633054,0.046413717214350315,,
90,9.0,0.001256,164.88548,1.586451,0.638063,38.488674136321194,0.04782788664455834,,
91,9.1,-0.001594,167.715311,1.597585,0.638282,39.1492322595705,0.048163551401869155,,
92,9.2,-0.005203,170.671101,1.604777,0.610026,39.839192577030815,0.048380373831775694,,169.7470935
93,9.3,0.000828,175.716482,1.605486,0.511831,41.016919234360415,0.04840174856798311,,
94,9.4,0.001665,178.419004,1.609787,0.543068,41.64776003734828,0.04853141392824842,,
95,9.5,-0.002197,182.654258,1.664271,0.619909,42.63638141923436,0.05017398251432017,,
96,9.6,-0.000399,192.406157,1.678913,0.631032,44.91273506069095,0.05061540548688574,,
97,9.7,-0.005053,192.891425,1.667507,0.460773,45.026009570494864,0.05027154054868857,37.05109375000001,
98,9.8,-0.000885,197.784016,1.712131,0.556121,46.16807096171802,0.051616852577630386,,
99,9.9,-0.002864,201.728385,1.702409,0.526378,47.08879201680673,0.051323756406391315,,
100,10.0,-0.001284,206.690694,1.715576,0.414901,48.24712745098039,0.05172071148628278,,
101,10.1,-0.010539,206.664138,1.729018,0.4247,48.240928571428576,0.052125957190232136,,
102,10.2,-0.000317,203.809015,1.72586,0.389535,47.57446661998132,0.05203075067832378,,206.79818725
103,10.3,-0.002033,210.028902,1.71859,0.367736,49.02635434173669,0.05181157672595719,,
104,10.4,0.0025,214.754411,1.733587,0.392284,50.12941433239963,0.05226370214048839,,
105,10.5,0.005078,220.966905,1.746019,0.263987,51.57957633053221,0.052638498643352426,,
106,10.6,0.004537,228.781497,1.783362,0.334748,53.40371078431373,0.053764305094965326,,
107,10.7,-0.011609,234.63608,1.790135,0.39183,54.77032679738562,0.05396849562858004,43.14784599999999,
108,10.8,-0.006136,235.621708,1.803499,0.293189,55.000398692810464,0.05437138981006934,,
109,10.9,0.003782,240.996456,1.832711,0.412643,56.255008403361344,0.0552520651190835,,
110,11.0,-0.002934,243.908464,1.847053,0.423274,56.93474883286648,0.055684443774495024,,
111,11.1,-0.001823,249.644554,1.870699,0.452337,58.273705415499535,0.05639731685257762,,
112,11.2,0.000126,251.625881,1.905476,0.570157,58.73620004668534,0.05744576424479951,,249.94603325
113,11.3,-0.004371,254.605234,1.914013,0.625195,59.43166059757236,0.05770313536328007,,
114,11.4,-0.001944,262.209026,1.935929,0.645612,61.20658870214753,0.05836385287910763,,
115,11.5,0.00017,265.702255,1.944134,0.647954,62.022001633986925,0.058611214953271026,,
116,11.6,0.001851,268.652717,1.95842,0.559339,62.71071825396825,0.05904190533614712,,
117,11.7,-0.002694,272.358064,1.969585,0.573437,63.575645191409905,0.05937850467289719,52.92215949999999,
118,11.8,0.004856,280.580203,2.000833,0.624776,65.49491199813258,0.06032056074766355,,
119,11.9,0.007825,286.463763,2.044987,0.683532,66.86829201680672,0.061651703346397344,,
120,12.0,-0.004059,292.901912,2.065351,0.702728,68.3711279178338,0.062265631594814595,,
121,12.1,-0.01016,299.482034,2.075822,0.658909,69.90710410831,0.06258130841121495,,
122,12.2,0.001063,307.057676,2.112941,0.665887,71.67546125116714,0.06370036177268616,,302.86819275
123,12.3,0.000804,312.031149,2.116136,0.644488,72.83640266106444,0.06379668375037684,,
124,12.4,-0.00658,318.782573,2.155621,0.709694,74.41236531279179,0.06498706662646969,,
125,12.5,0.000106,326.309462,2.171459,0.719329,76.16934220354808,0.0654645462767561,,
126,12.6,0.002632,330.873767,2.199192,0.772763,77.234772875817,0.06630063310220079,,
127,12.7,0.000777,336.444127,2.215217,0.786566,78.53504365079365,0.06678375037684654,59.53813775000003,
128,12.8,-0.00549,343.547442,2.263462,0.843894,80.19314705882353,0.0682382273138378,,
129,12.9,-0.001334,349.4475,2.29087,0.79507,81.5703781512605,0.06906451612903225,,
130,13.0,-0.010356,353.714002,2.289746,0.718852,82.56629365079365,0.0690306300874284,,
131,13.1,0.002164,359.747382,2.324621,0.79232,83.97464565826331,0.07008203195658727,,
132,13.2,0.000451,364.287144,2.33708,0.721921,85.03434733893558,0.07045764244799517,,362.4063305
133,13.3,-0.002471,371.876794,2.357699,0.774563,86.80597432306257,0.07107925836599337,,
134,13.4,-0.005161,376.279954,2.409018,0.808364,87.83378944911297,0.07262640940608985,,
